Time Rec (s)	Time Stamp (s)	Pos X COMM(mm)	Pos Y COMM(mm)	Pos Z COMM(mm)	Roll COMM(deg)	Pitch COMM(deg)	Yaw COMM(deg)	
1.72788               	1.72821998596         	11.8091840744         	-4.318064e-05         	0.130692124367        	-2.1114085e-05        	0.005963285454        	-0.000115720133       	
1.7391                	1.7393900156          	11.8846473694         	1.1344085e-05         	0.132272779942        	-6.337437e-06         	0.005998529494        	-0.000120299039       	
1.75032               	1.75282001495         	11.9767713547         	8.344366e-06          	0.134214863181        	-1.1716185e-05        	0.006067323033        	-0.00011951811        	
1.76154               	1.76184999943         	12.0380592346         	-2.448303e-06         	0.135521247983        	-1.5898473e-05        	0.006132084876        	-0.000109365268       	
1.7727600000000001    	1.7731000185          	12.1148014069         	0.000743114797        	0.137120425701        	-7.2629133e-05        	0.00614597369         	0.000368342473        	
1.7839800000000001    	1.78428995609         	12.1912736893         	-3.0631185e-05        	0.138798609376        	-1.7790102e-05        	0.006248869933        	-0.000141849319       	
1.7952000000000001    	1.79546999931         	12.2663440704         	-2.9745397e-05        	0.14043879509         	-1.6970987e-05        	0.006305922288        	-0.000112459318       	
1.8064200000000001    	1.80675005913         	12.3426551819         	0.000732233573        	0.142136320472        	-6.3853346e-05        	0.006401272025        	0.000369916845        	
1.8176400000000001    	1.81796002388         	12.4189567566         	3.9496714e-05         	0.143777236342        	-2.0546971e-05        	0.006439488381        	-9.6812604e-05        	
1.8288600000000002    	1.82915997505         	12.4952344894         	0.000702399702        	0.145420387387        	-7.2829542e-05        	0.006464110222        	0.000385733816        	
1.8400800000000002    	1.84249997139         	12.5852489471         	-1.3051027e-05        	0.147458210588        	-1.4543738e-05        	0.006570117548        	-0.00011971801        	
1.8513000000000002    	1.85158002377         	12.6460475922         	1.306664e-06          	0.148811891675        	-2.558837e-05         	0.006635271944        	-0.000119004239       	
1.8625200000000002    	1.86289000511         	12.7234869003         	8.377337e-06          	0.150570601225        	-2.0202528e-05        	0.00668160012         	-0.000132952511       	
1.8737400000000002    	1.87402999401         	12.7979812622         	-6.02731e-07          	0.152258425951        	-1.343231e-05         	0.006745705381        	-0.000113289389       	
1.8849600000000002    	1.88522994518         	12.872420311          	1.9749918e-05         	0.153960376978        	-2.6354563e-05        	0.00681607658         	-0.000107603373       	
1.8961800000000002    	1.896510005           	12.9496135712         	5.1059957e-05         	0.155729830265        	-3.6420137e-05        	0.006889963988        	-0.000111574118       	
1.9074000000000002    	1.90769004822         	13.023938179          	4.4231838e-05         	0.157447591424        	-1.3219494e-05        	0.006947483402        	-0.000145185462       	
1.9186200000000002    	1.91896998882         	13.0994987488         	0.000689421722        	0.159234836698        	-8.2009239e-05        	0.00705038989         	0.00036680256         	
1.9298400000000002    	1.93211996555         	13.1887044907         	5.186459e-05          	0.161289975047        	-1.4456552e-05        	0.007093721069        	-0.000110171808       	
1.9410600000000002    	1.94150996208         	13.2518777847         	3.1262178e-05         	0.162791788578        	-1.2488813e-05        	0.00714758411         	-0.000109705346       	
1.9522800000000002    	1.95263004303         	13.3258171082         	5.2253377e-05         	0.164538487792        	-1.5537471e-05        	0.007213494275        	-9.4604373e-05        	
1.9635000000000002    	1.96379005909         	13.3998327255         	4.7316935e-05         	0.166307672858        	-2.2916334e-05        	0.007276914082        	-0.00010825404        	
1.97472               	1.97505998611         	13.4751253128         	0.000704141043        	0.168074592948        	-8.0599631e-05        	0.007313281298        	0.000360310922        	
1.98594               	1.98625004292         	13.5502700806         	-1.2954924e-05        	0.169922411442        	-2.4374904e-05        	0.00742453523         	-0.000131025561       	
1.99716               	1.99744999409         	13.6239500046         	-7.489375e-06         	0.171722769737        	-2.7786273e-05        	0.007497377694        	-0.00012551868        	
2.0083800000000003    	2.00870990753         	13.6989431381         	0.000737364637        	0.173603579402        	-8.1409598e-05        	0.007593946066        	0.00036707666         	
2.0196                	2.01997995377         	13.7738742828         	1.40388e-05           	0.17539305985         	-3.0367375e-05        	0.007629687432        	-9.5330819e-05        	
2.0308200000000003    	2.03253006935         	13.8582305908         	5.134883e-05          	0.177497714758        	-3.2874032e-05        	0.007711598184        	-8.4931722e-05        	
2.04204               	2.04239010811         	13.9235544205         	5.8106212e-05         	0.179117739201        	-1.9956136e-05        	0.007767110132        	-0.00011837366        	
2.0532600000000003    	2.05353999138         	13.9968662262         	4.6944031e-05         	0.180963292718        	-3.221479e-05         	0.007836783305        	-0.000103004772       	
2.06448               	2.0648701191          	14.0729589462         	2.7518932e-05         	0.182866841555        	-3.0626401e-05        	0.007913208567        	-0.000131257068       	
